episode,provider,aggregator,step,reward,total reward,open,high,low,close,volume,position delta,position,balance,initial balance,time weighted return,rate of return,sharpe ratio,sortino ratio,calmar ratio
50,ETHUSDT@Binance(k),time@60,128,-0.16941988942809072,-13.764992902700445,3614.018275878906,3621.050048828125,3612.2099609375,3617.409912109375,455.3618812561035,-1,0,8720.131286899654,10000,0.046091924666416206,1.735532150070036,0.22339276689531506,0.373650591947788,0.1822450676449931
51,ETHUSDT@Binance(k),time@60,128,-0.24022907482930123,-17.574851019223647,3570.8701171875,3573.969970703125,3570.8701171875,3572.43994140625,207.79647636413574,-1,0,8394.97019083059,10000,-0.037288555111268606,1.677117593459801,0.21645365769704536,0.3619699735069271,0.174088822585725
52,ETHUSDT@Binance(k),time@60,128,-0.2536868145030846,-17.21426908664763,3615.8214353027342,3618.27001953125,3615.52001953125,3616.199951171875,132.6649694442749,-1,0,8425.342592001529,10000,0.003617928411956184,1.691347516211982,0.2176845201176621,0.3641262082920195,0.17550849037305571
53,ETHUSDT@Binance(k),time@60,128,-0.25904303878387935,-17.766496069489623,3538.4615705566407,3540.22998046875,3533.409912109375,3538.469970703125,415.20018577575684,-1,0,8378.75231597622,10000,-0.005529778227598814,1.650133378107824,0.21945140670612126,0.36662250172642336,0.17977842221349918
54,ETHUSDT@Binance(k),time@60,128,-0.22990109358750344,-17.641032220125094,2983.7615695800782,2984.199951171875,2982.0,2982.93994140625,110.66267442703247,-1,0,8389.344300827455,10000,0.0012641482230031365,1.3650761613412778,0.21435133819765098,0.35671240135423354,0.18136766062818613
55,ETHUSDT@Binance(k),time@60,128,-0.23087650741326904,-17.436094286839342,3111.4540197753904,3111.4540197753904,3110.949951171875,3110.9599609375,230.05257368087769,-1,0,8406.704186337745,10000,0.0020692779897679703,1.4419832514055018,0.21645496073003084,0.3607579909902528,0.18222084693832666
56,ETHUSDT@Binance(k),time@60,128,-0.2305846824810942,-17.689388793071974,3152.0400390625,3152.0400390625,3151.199951171875,3151.199951171875,147.57201957702637,-1,0,8385.396263479564,10000,-0.0025346345471269904,1.4708274332373084,0.21263806251015685,0.3548528998522598,0.1760332029553758
57,ETHUSDT@Binance(k),time@60,128,-0.20917436340937012,-17.413943861088406,3042.3435733642577,3053.2099609375,3040.81005859375,3046.239990234375,1170.684928894043,-1,0,8408.473386884285,10000,0.0027520611643876425,1.4497690210438958,0.21520990242208266,0.3587719622739558,0.18234875988442206
58,ETHUSDT@Binance(k),time@60,128,-0.2235898024751437,-17.425287429833258,3322.260482666016,3323.6201171875,3317.919921875,3323.6201171875,527.8827028274536,-1,0,8407.554821489217,10000,-0.00010924282599256152,1.5541533924209534,0.2181509696263006,0.3639966483198343,0.18121078896804477
59,ETHUSDT@Binance(k),time@60,128,-0.25463290963315677,-17.953524515999334,3508.9599609375,3508.9599609375,3507.610107421875,3507.6201171875,55.18157422542572,-1,0,8363.211885335511,10000,-0.0052741774624365245,1.633672181709611,0.21631376213867617,0.36163924737614395,0.17435494830926054
60,ETHUSDT@Binance(k),time@60,128,-0.25340342970423535,-19.345961273302716,3577.4712521972656,3577.4712521972656,3575.77001953125,3577.10009765625,225.40892934799194,-1,0,8246.984481728512,10000,-0.013897460114672189,1.6749501032243876,0.2131028906335061,0.3562259099940434,0.1710481954617149
61,ETHUSDT@Binance(k),time@60,128,-0.089082474443547,-15.86984294684659,3477.3103884277343,3488.4599609375,3472.820068359375,3487.949951171875,1403.0019149780273,-1,0,8538.99709362239,10000,0.03540841049729537,1.6228305282382411,0.22033978571249468,0.36781320384913363,0.17922990234065878
62,ETHUSDT@Binance(k),time@60,128,-0.24273806631661676,-17.317891227548532,2911.989990234375,2911.989990234375,2909.5,2911.669921875,74.67522424459457,-1,0,8416.58997708664,10000,-0.014335069469362138,1.3526118330478518,0.21389147452321994,0.35614562786409926,0.18282164308452645
63,ETHUSDT@Binance(k),time@60,128,-0.24630777787383318,-17.220208817071946,3604.81221484375,3606.320068359375,3602.5,3605.409912109375,116.76129493117332,-1,0,8424.812163129578,10000,0.00097690229241576,1.715839212153171,0.2215293217168285,0.37033631026539177,0.1810403729778624
64,ETHUSDT@Binance(k),time@60,128,-0.254399173404396,-17.267216619731386,2356.0,2356.0,2354.159912109375,2355.699951171875,182.56530952453613,-1,0,8420.884577082845,10000,-0.0004661927139364419,1.0503460624128265,0.20444984765246865,0.33921996698837836,0.18402057131645067
65,ETHUSDT@Binance(k),time@60,128,-0.25217021951529084,-17.64400505808632,2437.989990234375,2439.090087890625,2437.989990234375,2438.0,118.9291934967041,-1,0,8389.207710896806,10000,-0.003761702929909405,1.1004932395683567,0.2054575409427628,0.34083469787402104,0.18283081620279582
66,ETHUSDT@Binance(k),time@60,128,-0.24694453039789677,-16.03365604780129,2678.699951171875,2678.699951171875,2675.81005859375,2676.260009765625,630.7275295257568,-1,0,8523.947617859623,10000,0.016061100357283697,1.2293961547665477,0.21506790900183193,0.3570531731226442,0.18499838999666746
67,ETHUSDT@Binance(k),time@60,128,-0.2273885679461185,-17.4391859796264,2221.9588208007813,2223.550048828125,2221.43994140625,2222.02001953125,325.78398513793945,-1,0,8406.40639416867,10000,-0.013789529096199904,0.9924514868482,0.20187237051962253,0.33396498678651293,0.18479270690795982
68,ETHUSDT@Binance(k),time@60,128,-0.25811364054041386,-17.709846492976503,3149.535369873047,3151.110107421875,3147.840087890625,3147.85009765625,144.09209775924683,-1,0,8383.626473581737,10000,-0.0027098286138943495,1.4587229389930192,0.2166778078335188,0.36122215916523204,0.18184460828152557
69,ETHUSDT@Binance(k),time@60,128,-0.21689107641974514,-17.23349938361817,2773.4599609375,2775.139892578125,2773.4599609375,2775.139892578125,561.6196727752686,-1,0,8423.742466570886,10000,0.004785040592583112,1.2789409641213505,0.21256889516540134,0.3537369688197242,0.18422677974208362
70,ETHUSDT@Binance(k),time@60,128,-0.23100524695591762,-17.334359586713763,2987.919921875,2989.929931640625,2987.919921875,2989.929931640625,120.69107627868652,-1,0,8415.159535322506,10000,-0.0010188976315976817,1.390186374728838,0.21497504338799547,0.3582008498853977,0.183212139770653
71,ETHUSDT@Binance(k),time@60,128,-0.21978100160875425,-18.05693259997884,3056.501421875,3056.580078125,3056.39990234375,3056.570068359375,260.64819717407227,-1,0,8354.473005533217,10000,-0.007211572107997832,1.4168502976831563,0.21014536954639199,0.35070062321280066,0.17546577016603684
72,ETHUSDT@Binance(k),time@60,128,-0.24252160283395607,-16.985128818927837,2541.659912109375,2541.659912109375,2540.2099609375,2541.139892578125,408.95325088500977,-1,0,8444.707317386248,10000,0.010800718584316193,1.1524547776504699,0.20924062294307527,0.34771139982725174,0.1846773474342229
73,ETHUSDT@Binance(k),time@60,128,-0.23661855335385118,-17.331284981871583,2281.679931640625,2282.340087890625,2281.679931640625,2281.68994140625,27.718153476715088,-1,0,8415.541251704419,10000,-0.003453768684413827,1.0159567482740177,0.20360117920831297,0.3373448000603149,0.18476832858239553
74,ETHUSDT@Binance(k),time@60,128,-0.2295952230582765,-17.104568984216392,2278.820068359375,2279.31005859375,2278.820068359375,2278.830078125,47.2882604598999,-1,0,8434.666540752389,10000,0.0022726154475316562,1.0205605215257891,0.20354279549882842,0.3373396319817126,0.18481186820679488
75,ETHUSDT@Binance(k),time@60,128,-0.19980954871107182,-17.115412190885362,3088.320068359375,3095.3701171875,3088.320068359375,3092.97998046875,332.94133853912354,-1,0,8433.689768878276,10000,-0.0001158044445965789,1.438043627569052,0.21693006946045273,0.3616243315283906,0.1837906224142074
76,ETHUSDT@Binance(k),time@60,128,-0.21684157028646345,-17.11055377889384,3689.7747572021485,3692.280029296875,3689.159912109375,3689.60009765625,275.74832010269165,-1,0,8434.10280626534,10000,4.8974695344261576e-05,1.7539233488341397,0.22223155116802576,0.37156643554232016,0.1812330536275802
77,ETHUSDT@Binance(k),time@60,128,-0.25655272815365837,-16.888830910629228,3319.75,3319.75,3315.679931640625,3316.35009765625,161.43366050720215,-1,0,8452.691935780345,10000,0.0022040435055166174,1.5806647083276562,0.21853897240095915,0.3650694900899764,0.18289892616167674
78,ETHUSDT@Binance(k),time@60,128,-0.22692467883302925,-17.803057226799964,3931.199951171875,3931.199951171875,3930.590087890625,3931.18994140625,74.28893089294434,-1,0,8375.827461229877,10000,-0.009093490586720043,1.8716651675008922,0.22363641796620387,0.3738773085537678,0.17964005983738876
79,ETHUSDT@Binance(k),time@60,128,-0.24451736579608196,-18.290259230835048,3932.570068359375,3932.570068359375,3931.820068359375,3932.570068359375,65.07710933685303,-1,0,8334.876497319487,10000,-0.004889184274620928,1.8703485695307416,0.21780529104784999,0.3647246325559244,0.17259551485154995
80,ETHUSDT@Binance(k),time@60,128,-0.23942410250474833,-17.71247387885797,2304.0,2304.0,2303.8701171875,2303.8701171875,32.47659873962402,-1,0,8383.426968094373,10000,0.005824977825467759,1.0303926263559269,0.19856036629454651,0.32939641769260214,0.17722083857658505
81,ETHUSDT@Binance(k),time@60,128,-0.26012729893385433,-16.897453922130744,2909.0,2909.0,2908.0,2908.409912109375,70.53840780258179,-1,0,8452.149721809194,10000,0.008197453616087813,1.3496288453608816,0.21436624248835132,0.35711087927128704,0.18344503312000782
82,ETHUSDT@Binance(k),time@60,128,-0.19161056963745704,-17.819238239935096,2680.3191296386717,2682.989990234375,2680.139892578125,2682.89990234375,257.0236186981201,-1,0,8374.495844228837,10000,-0.009187470659681618,1.2111142730573774,0.2068196104984411,0.34393961801798156,0.1766851785057078
83,ETHUSDT@Binance(k),time@60,128,-0.23629436838819018,-17.29404505522129,2485.06005859375,2485.110107421875,2485.06005859375,2485.110107421875,39.14881908893585,-1,0,8418.662104958146,10000,0.00527390084738566,1.1290028096786044,0.2075743904257595,0.3445061318052498,0.18411662562502046
84,ETHUSDT@Binance(k),time@60,128,-0.22622803714401618,-18.021023728503287,2957.47998046875,2958.8798828125,2957.47998046875,2957.47998046875,63.437814712524414,-1,0,8357.532208646273,10000,-0.007261236470801902,1.3648605316534566,0.20926601488523364,0.34884743114834266,0.17557568235878832
85,ETHUSDT@Binance(k),time@60,128,-0.24555233015396416,-17.167031991990935,2217.6406724853514,2220.5,2216.81005859375,2218.0,694.2859153747559,-1,0,8429.290639905039,10000,0.00858607893661767,0.9777793548005915,0.2015930503405646,0.3338903954933686,0.18424128288984679
86,ETHUSDT@Binance(k),time@60,128,-0.23454619503684437,-17.40538366874568,2503.2900390625,2503.2900390625,2502.280029296875,2503.280029296875,17.809208512306213,-1,0,8409.281463543959,10000,-0.002373767522779624,1.1363053280785202,0.20363368441063506,0.33848562067548515,0.17804820228024476
87,ETHUSDT@Binance(k),time@60,128,-0.24730260710789098,-17.346990151494246,2776.570068359375,2776.580078125,2776.570068359375,2776.570068359375,137.23278427124023,-1,0,8414.19347564609,10000,0.0005841179324801438,1.2788201334518712,0.2122822388095982,0.35313166603795615,0.1833461236639305
88,ETHUSDT@Binance(k),time@60,128,-0.24149618366129388,-17.245647535748894,2513.989990234375,2513.989990234375,2513.97998046875,2513.989990234375,49.75163173675537,-1,0,8422.763232658026,10000,0.0010184882290553698,1.147304360963969,0.2083557047967765,0.3460521831446355,0.1848369907571473
89,ETHUSDT@Binance(k),time@60,128,-0.273764082863015,-17.249777146940346,2985.56005859375,2985.56005859375,2983.300048828125,2983.929931640625,217.9815788269043,-1,0,8422.398859926854,10000,-4.326047416047807e-05,1.3792958996469056,0.2148103721609812,0.35794108001103603,0.18227057223184387
90,ETHUSDT@Binance(k),time@60,128,-0.2480161966418204,-19.13393392900455,3522.0487561035156,3523.81005859375,3521.39990234375,3521.510009765625,126.02460384368896,-1,0,8264.698893746903,10000,-0.01872387769834505,1.626713432028001,0.21405963335519954,0.35765232753678483,0.17198314462850287
91,ETHUSDT@Binance(k),time@60,128,-0.237751057486979,-21.119133429984583,3054.56235546875,3056.800048828125,3054.1298828125,3056.7900390625,166.60718727111816,-1,0,8098.546426492307,10000,-0.020103874247652587,1.3928528292008384,0.19853685432648416,0.33034150139380164,0.16481954613685595
92,ETHUSDT@Binance(k),time@60,128,-0.230048898948787,-17.035629365397785,3322.610107421875,3326.0,3322.610107421875,3324.81005859375,103.87633752822876,-1,0,8440.459559413634,10000,0.04221907425298621,1.565067489875532,0.21915427797020345,0.3658395800954617,0.18243725715018574
93,ETHUSDT@Binance(k),time@60,128,-0.22715418051645342,-17.442064493476156,3618.588371826172,3619.4599609375,3613.909912109375,3619.4599609375,329.9524464607239,-1,0,8406.161351854613,10000,-0.004063547407294088,1.7075844696468987,0.22069383817313037,0.36884180647426423,0.17917491214389558
94,ETHUSDT@Binance(k),time@60,128,-0.2810886153724157,-21.25659916322611,3929.010009765625,3929.010009765625,3923.610107421875,3924.25,301.6677556037903,-1,0,8087.267775250073,10000,-0.03793569540919994,1.8452008565851101,0.21002333309327345,0.3514248410961801,0.16656569380652864
95,ETHUSDT@Binance(k),time@60,128,-0.2945293093470691,-17.182949636612324,3310.6353115234374,3312.2900390625,3306.6201171875,3307.389892578125,281.176682472229,-1,0,8427.90077896863,10000,0.042119664290208636,1.5635512465392698,0.21485971303175927,0.35955701467821727,0.17620479751732318
96,ETHUSDT@Binance(k),time@60,128,-0.2645065608925301,-18.766137041475073,3597.0,3597.0,3593.260009765625,3596.14990234375,161.01385021209717,-1,0,8295.374028744438,10000,-0.01572476393586697,1.6698408539865406,0.2200673496483667,0.3672794104783308,0.17815947441356828
97,ETHUSDT@Binance(k),time@60,128,-0.25001498250734056,-17.048674270812093,2306.169921875,2306.169921875,2305.409912109375,2306.169921875,164.02613162994385,-1,0,8439.391308474555,10000,0.017361155655078342,1.0407004862247733,0.2044722591345931,0.339008131679493,0.18553141475691967
98,ETHUSDT@Binance(k),time@60,128,-0.25659345121645805,-18.510548855111534,3230.994962890625,3232.219970703125,3228.10009765625,3229.590087890625,245.63080024719238,-1,0,8316.645382069952,10000,-0.014544405149379158,1.4812697052512935,0.21600807138064096,0.36007711087416194,0.178558183797556
99,ETHUSDT@Binance(k),time@60,128,-0.21613338106380997,-17.484851847845782,2234.360107421875,2235.2900390625,2234.360107421875,2235.280029296875,114.94815874099731,-1,0,8402.616257434805,10000,0.010337205858289789,0.9939013177686793,0.1981243032160233,0.32840816852971816,0.17816685994068887
100,ETHUSDT@Binance(k),time@60,128,-0.23827645025521482,-17.82914531224299,3103.1298828125,3103.1298828125,3101.780029296875,3101.909912109375,33.29246228933334,-1,0,8373.611697076245,10000,-0.0034518487420979183,1.4455226045959275,0.21618344310715365,0.3602756293993067,0.1823506824145296
